Platform,Handle,Content_Type,Title_Caption,URL,Content_ID,Upload_Date,Views,Likes,Tournament,Accreditation_Status,Content_Format,Featured_Entities,Featured_On_Portfolio
YouTube,@spinandswing26,Short,Acha hai tu cricket utna nahi dekhta,https://www.youtube.com/shorts/zFjL_SPgEXo,zFjL_SPgEXo,,12000,0,Cricket Coverage & Commentary,Independent Fan Coverage,Short-form Cricket Content,Spin & Swing,No
YouTube,@spinandswing26,Short,Trophy Aava De 💙,https://www.youtube.com/shorts/x9USLN9ImGQ,x9USLN9ImGQ,,12000,0,Cricket Coverage & Commentary,Independent Fan Coverage,Short-form Cricket Content,Spin & Swing,No
YouTube,@spinandswing26,Short,Cute Gt fan 😂🎀 | Spin & Swing @gujarattitans,https://www.youtube.com/shorts/veYz4PGTelg,veYz4PGTelg,,12000,0,IPL 2026,Independent Fan Coverage,Fan Vox Pop & Stadium Reaction,Gujarat Titans (GT),No
YouTube,@spinandswing26,Short,Milte hai Ahmedabad me 😔,https://www.youtube.com/shorts/ELx_r-3KjCk,ELx_r-3KjCk,,12000,0,IPL 2026,Independent Fan Coverage,Short-form Cricket Content,Mumbai Indians (MI),No
Instagram,@abhishekpandey_26,Reel,Reel (Dc605lsxi8w),https://www.instagram.com/reel/Dc605lsxi8w/,Dc605lsxi8w,2026,11807,3,Cricket Coverage & Commentary,Independent Fan Coverage,Short-form Cricket Content,Abhishek Unseen,No
Instagram,@abhishekpandey_26,Reel,Reel (Dc5DkcQzE5T),https://www.instagram.com/reel/Dc5DkcQzE5T/,Dc5DkcQzE5T,2026,11570,3,Cricket Coverage & Commentary,Independent Fan Coverage,Short-form Cricket Content,Abhishek Unseen,No
YouTube,@spinandswing26,Short,Which player comes to your mind !,https://www.youtube.com/shorts/04nkEA2WKAc,04nkEA2WKAc,,11000,0,IPL 2026,Independent Fan Coverage,Short-form Cricket Content,Mumbai Indians (MI),No
YouTube,@spinandswing26,Short,Who are your favorite DPL players ?,https://www.youtube.com/shorts/X02IWEOWUr0,X02IWEOWUr0,,11000,0,DPL 2026 (Delhi Premier League),Independent Fan Coverage,Short-form Cricket Content,Spin & Swing,No
YouTube,@spinandswing26,Short,So close yet so far !!,https://www.youtube.com/shorts/MPXnmTQuuQY,MPXnmTQuuQY,,11000,0,Cricket Coverage & Commentary,Independent Fan Coverage,Short-form Cricket Content,Spin & Swing,No
YouTube,@spinandswing26,Short,Which team performed the worst in this IPL?,https://www.youtube.com/shorts/oEhDCjNJq8w,oEhDCjNJq8w,,11000,0,IPL 2026,Independent Fan Coverage,Short-form Cricket Content,Spin & Swing,No
YouTube,@spinandswing26,Short,What does GT mean to you ?,https://www.youtube.com/shorts/hdyg2TA7d7I,hdyg2TA7d7I,,11000,0,IPL 2026,Independent Fan Coverage,Short-form Cricket Content,Gujarat Titans (GT),No
YouTube,@spinandswing26,Short,Guess the Squad of RCB – 15,https://www.youtube.com/shorts/OSs16WMAeP4,OSs16WMAeP4,,11000,0,IPL 2026,Creator Studio / Digital Production,Cricket Trivia & Squad Quiz,Royal Challengers Bengaluru (RCB),No
YouTube,@spinandswing26,Short,Guess the Squad of WPL– Pt 7,https://www.youtube.com/shorts/W8Ewz9BkNPM,W8Ewz9BkNPM,,11000,0,WPL 2026,Creator Studio / Digital Production,Cricket Trivia & Squad Quiz,Spin & Swing,No
YouTube,@spinandswing26,Short,Virat ne kitne runs banaye hai,https://www.youtube.com/shorts/ta8OabqWMZo,ta8OabqWMZo,,11000,0,Cricket Coverage & Commentary,Independent Fan Coverage,Short-form Cricket Content,Spin & Swing,No
YouTube,@spinandswing26,Short,Ye thoda easy tha | Guess the Player!,https://www.youtube.com/shorts/4JjDUYtO5W8,4JjDUYtO5W8,,11000,0,General Cricket Trivia Series,Creator Studio / Digital Production,Cricket Trivia & Player Guessing,Spin & Swing,No
YouTube,@spinandswing26,Short,India vs England Semi-final 💀💀,https://www.youtube.com/shorts/Ubp9wW1z41s,Ubp9wW1z41s,,11000,0,IPL 2026,Independent Fan Coverage,Short-form Cricket Content,Mumbai Indians (MI),No
YouTube,@spinandswing26,Short,Ha Bhai bana ab 300 😏🤡,https://www.youtube.com/shorts/Ez4PVM11SEo,Ez4PVM11SEo,,11000,0,Cricket Coverage & Commentary,Independent Fan Coverage,Short-form Cricket Content,Spin & Swing,No
YouTube,@spinandswing26,Short,Who is the captain of our Indian Women's team ?,https://www.youtube.com/shorts/4TO3haI0p3w,4TO3haI0p3w,,10000,0,WPL 2026,Independent Fan Coverage,Short-form Cricket Content,Spin & Swing,No
YouTube,@spinandswing26,Short,Guess the Player of Indian Women's team,https://www.youtube.com/shorts/G315Aa6YjOk,G315Aa6YjOk,,10000,0,WPL 2026,Creator Studio / Digital Production,Cricket Trivia & Player Guessing,Spin & Swing,No
YouTube,@spinandswing26,Short,Idhar bhi log csk bol rahe 😭,https://www.youtube.com/shorts/om3f0_8YR7Q,om3f0_8YR7Q,,10000,0,IPL 2026,Independent Fan Coverage,Short-form Cricket Content,Chennai Super Kings (CSK),No
YouTube,@spinandswing26,Short,Which team will win the IPL this year ?,https://www.youtube.com/shorts/S5fikGKkmTA,S5fikGKkmTA,,10000,0,IPL 2026,Independent Fan Coverage,Short-form Cricket Content,Spin & Swing,No
YouTube,@spinandswing26,Short,Tum kisko ban karoge ?,https://www.youtube.com/shorts/L_m-vYBVm3I,L_m-vYBVm3I,,10000,0,Cricket Coverage & Commentary,Independent Fan Coverage,Short-form Cricket Content,Spin & Swing,No
YouTube,@spinandswing26,Short,Guess the Squad of T20 World Cup – Pt 17,https://www.youtube.com/shorts/OHGV_4iABGM,OHGV_4iABGM,,10000,0,ICC Men's T20 World Cup 2026,Creator Studio / Digital Production,Cricket Trivia & Squad Quiz,Spin & Swing,No
YouTube,@spinandswing26,Short,Rcbw fans vs Miw Fans - WPL,https://www.youtube.com/shorts/R0xfD32bhF8,R0xfD32bhF8,,10000,0,WPL 2026,Independent Fan Coverage,Fan Vox Pop & Stadium Reaction,"Mumbai Indians (MI), Royal Challengers Bengaluru (RCB)",No
YouTube,@spinandswing26,Short,Guess the Squad of WPL– Pt 17,https://www.youtube.com/shorts/FeBOjqaErt4,FeBOjqaErt4,,10000,0,WPL 2026,Creator Studio / Digital Production,Cricket Trivia & Squad Quiz,Spin & Swing,No
YouTube,@spinandswing26,Short,Guess the Players by their jersey number,https://www.youtube.com/shorts/jv66aH1TBLY,jv66aH1TBLY,,10000,0,General Cricket Trivia Series,Creator Studio / Digital Production,Cricket Trivia & Player Guessing,Spin & Swing,No
YouTube,@spinandswing26,Short,India Playing XI vs West Indies - Pt 3,https://www.youtube.com/shorts/FKWMwTnttbE,FKWMwTnttbE,,10000,0,Cricket Coverage & Commentary,Independent Fan Coverage,Short-form Cricket Content,Spin & Swing,No
YouTube,@spinandswing26,Short,Ye ek Spinner tha,https://www.youtube.com/shorts/EsBGpCti6AI,EsBGpCti6AI,,10000,0,Cricket Coverage & Commentary,Independent Fan Coverage,Short-form Cricket Content,Spin & Swing,No
YouTube,@spinandswing26,Short,Guess the Player | Spin & Swing,https://www.youtube.com/shorts/3Ia7P7dIcyc,3Ia7P7dIcyc,,10000,0,General Cricket Trivia Series,Creator Studio / Digital Production,Cricket Trivia & Player Guessing,Spin & Swing,No
YouTube,@spinandswing26,Short,Kyu Vaibhav bhai Kyuu 😭😭,https://www.youtube.com/shorts/YxRg4T08wss,YxRg4T08wss,,10000,0,Cricket Coverage & Commentary,Independent Fan Coverage,Short-form Cricket Content,Spin & Swing,No
YouTube,@spinandswing26,Short,"The Man ,The Myth ,The Mahi 💛",https://www.youtube.com/shorts/913h1At_69k,913h1At_69k,,10000,0,Cricket Coverage & Commentary,Independent Fan Coverage,Short-form Cricket Content,Spin & Swing,No
YouTube,@spinandswing26,Short,Konsa Player Overrated hai ?,https://www.youtube.com/shorts/12-xr3I-7Fw,12-xr3I-7Fw,,10000,0,General Cricket Trivia Series,Independent Fan Coverage,Short-form Cricket Content,Spin & Swing,No
YouTube,@spinandswing26,Short,Kya karu es team ka 😭,https://www.youtube.com/shorts/SoECDc0dUeU,SoECDc0dUeU,,9800,0,Cricket Coverage & Commentary,Independent Fan Coverage,Short-form Cricket Content,Spin & Swing,No
YouTube,@spinandswing26,Short,Will Gujarat Titans win this IPL ? - Part 1,https://www.youtube.com/shorts/SCU6cLyP46A,SCU6cLyP46A,,9700,0,IPL 2026,Independent Fan Coverage,Short-form Cricket Content,Gujarat Titans (GT),No
YouTube,@spinandswing26,Short,Guess the Squad of Delhi Capitals,https://www.youtube.com/shorts/qYutIGAgpMg,qYutIGAgpMg,,9700,0,General Cricket Trivia Series,Creator Studio / Digital Production,Cricket Trivia & Squad Quiz,Spin & Swing,No
YouTube,@spinandswing26,Short,Bhai ki cricket knowledge 😭😂,https://www.youtube.com/shorts/_xJ37BWoJ7E,_xJ37BWoJ7E,,9700,0,Cricket Coverage & Commentary,Independent Fan Coverage,Short-form Cricket Content,Spin & Swing,No
YouTube,@spinandswing26,Short,Guess the Titans | Spin & Swing,https://www.youtube.com/shorts/rfWygutbjp4,rfWygutbjp4,,9700,0,General Cricket Trivia Series,Creator Studio / Digital Production,Short-form Cricket Content,Spin & Swing,No
YouTube,@spinandswing26,Short,Ranking them according to their captaincy,https://www.youtube.com/shorts/0oaUjIfwNhg,0oaUjIfwNhg,,9500,0,Cricket Coverage & Commentary,Independent Fan Coverage,Short-form Cricket Content,Spin & Swing,No
YouTube,@spinandswing26,Short,Overrated ???,https://www.youtube.com/shorts/T8oCY4Fsnto,T8oCY4Fsnto,,9500,0,Cricket Coverage & Commentary,Independent Fan Coverage,Short-form Cricket Content,Spin & Swing,No
YouTube,@spinandswing26,Short,Guess the Squad of T20 World Cup – Pt 9,https://www.youtube.com/shorts/zN7crLtup-0,zN7crLtup-0,,9400,0,ICC Men's T20 World Cup 2026,Creator Studio / Digital Production,Cricket Trivia & Squad Quiz,Spin & Swing,No
YouTube,@spinandswing26,Short,Es player ko gussa bhut aata hai | Guess the player #cricket #guesstheplayer,https://www.youtube.com/shorts/DArZ1bZEtUA,DArZ1bZEtUA,,9300,0,General Cricket Trivia Series,Creator Studio / Digital Production,Cricket Trivia & Player Guessing,Spin & Swing,No
YouTube,@spinandswing26,Short,Guess the Squad of WPL– Pt 12,https://www.youtube.com/shorts/MkIfkFShNYs,MkIfkFShNYs,,9200,0,WPL 2026,Creator Studio / Digital Production,Cricket Trivia & Squad Quiz,Spin & Swing,No
YouTube,@spinandswing26,Video,NETWORK MARKETING ROAST 😂😂,https://www.youtube.com/watch?v=fycoNJtgTqQ,fycoNJtgTqQ,,9100,0,Cricket Coverage & Commentary,Independent Fan Coverage,Short-form Cricket Content,Spin & Swing,No
YouTube,@spinandswing26,Short,Which IPL team you dislike the most ?,https://www.youtube.com/shorts/GnWhJdjD2jI,GnWhJdjD2jI,,9100,0,IPL 2026,Independent Fan Coverage,Short-form Cricket Content,Spin & Swing,No
YouTube,@spinandswing26,Short,Kar diya Srh ko silent 🤫,https://www.youtube.com/shorts/KDSs_-cFE84,KDSs_-cFE84,,9000,0,IPL 2026,Independent Fan Coverage,Short-form Cricket Content,Sunrisers Hyderabad (SRH),No
YouTube,@spinandswing26,Short,5k for black ticket !!,https://www.youtube.com/shorts/5Gg3mWNDayA,5Gg3mWNDayA,,9000,0,Cricket Coverage & Commentary,Independent Fan Coverage,Short-form Cricket Content,Spin & Swing,No
YouTube,@spinandswing26,Short,Playing 11 of KKR #kolkatanightriders #ipl2026,https://www.youtube.com/shorts/2EIqFyg0pBc,2EIqFyg0pBc,,8800,0,IPL 2026,Independent Fan Coverage,Short-form Cricket Content,Kolkata Knight Riders (KKR),No
YouTube,@spinandswing26,Short,Guess the Squad of T20 World Cup – Pt 5,https://www.youtube.com/shorts/_QvAgvQ50i4,_QvAgvQ50i4,,8800,0,ICC Men's T20 World Cup 2026,Creator Studio / Digital Production,Cricket Trivia & Squad Quiz,Spin & Swing,No
YouTube,@spinandswing26,Short,Which IPL team makes you feel angry when you watch them ? Pt - 2,https://www.youtube.com/shorts/ogMba9qiYeE,ogMba9qiYeE,,8500,0,IPL 2026,Independent Fan Coverage,Short-form Cricket Content,Spin & Swing,No
YouTube,@spinandswing26,Short,3 Matches 250+ runs !!,https://www.youtube.com/shorts/sGU9mW3eeXA,sGU9mW3eeXA,,8400,0,Cricket Coverage & Commentary,Independent Fan Coverage,Match Analysis & Tactics,Spin & Swing,No
YouTube,@spinandswing26,Short,Rcb fan over Csk !!,https://www.youtube.com/shorts/YUO5DeV8zaM,YUO5DeV8zaM,,8300,0,IPL 2026,Independent Fan Coverage,Fan Vox Pop & Stadium Reaction,"Royal Challengers Bengaluru (RCB), Chennai Super Kings (CSK)",No
YouTube,@spinandswing26,Short,Agar Draw ho jaye match toh kya hota hai ?,https://www.youtube.com/shorts/k6LuJt47Vac,k6LuJt47Vac,,8300,0,Cricket Coverage & Commentary,Independent Fan Coverage,Match Analysis & Tactics,Spin & Swing,No
YouTube,@spinandswing26,Short,Usne 200 bhi mara hai !!,https://www.youtube.com/shorts/aZ-gJUzS5ew,aZ-gJUzS5ew,,8300,0,Cricket Coverage & Commentary,Independent Fan Coverage,Short-form Cricket Content,Spin & Swing,No
YouTube,@spinandswing26,Short,IPL Memory Test Part 2  | Spin & Swing,https://www.youtube.com/shorts/TNnHNiP6Bv8,TNnHNiP6Bv8,,8200,0,IPL 2026,Independent Fan Coverage,Short-form Cricket Content,Spin & Swing,No
Instagram,@abhishekpandey_26,Reel,Guess the Player | Spin & Swing (SRH),https://www.instagram.com/reel/DJmHLxRSeFU/,DJmHLxRSeFU,March – May 2025,8200,367,IPL 2025,Independent Fan Coverage,Cricket Trivia & Player Guessing,Sunrisers Hyderabad (SRH),Yes
YouTube,@spinandswing26,Short,Guess the Squad of WPL – Pt 16,https://www.youtube.com/shorts/vrXumPdSxZs,vrXumPdSxZs,,8100,0,WPL 2026,Creator Studio / Digital Production,Cricket Trivia & Squad Quiz,Spin & Swing,No
YouTube,@spinandswing26,Short,Csk ka Player hai,https://www.youtube.com/shorts/vRslQM-W0UY,vRslQM-W0UY,,8100,0,IPL 2026,Independent Fan Coverage,Short-form Cricket Content,Chennai Super Kings (CSK),No
YouTube,@spinandswing26,Short,Bro with -1000 Aura | Spin & Swing,https://www.youtube.com/shorts/p_Y0CY0Iy1E,p_Y0CY0Iy1E,,8100,0,Cricket Coverage & Commentary,Independent Fan Coverage,Short-form Cricket Content,Spin & Swing,No
YouTube,@spinandswing26,Short,Gujarat Titans vs Gujarat Giants,https://www.youtube.com/shorts/ttrtWRjnStE,ttrtWRjnStE,,8000,0,IPL 2026,Independent Fan Coverage,Short-form Cricket Content,Gujarat Titans (GT),No
YouTube,@spinandswing26,Short,Guess the Titans | Part 2 @gujarattitans,https://www.youtube.com/shorts/C5Zgd9cC4nw,C5Zgd9cC4nw,,7900,0,General Cricket Trivia Series,Creator Studio / Digital Production,Short-form Cricket Content,Spin & Swing,No
Instagram,@abhishekpandey_26,Reel,Reel (DdBONdPhwIx),https://www.instagram.com/reel/DdBONdPhwIx/,DdBONdPhwIx,2026,7870,3,Cricket Coverage & Commentary,Independent Fan Coverage,Short-form Cricket Content,Abhishek Unseen,No
YouTube,@spinandswing26,Short,Kya tum Confirm hoo ? 😂😂,https://www.youtube.com/shorts/M-fFoF3W4Ls,M-fFoF3W4Ls,,7700,0,Cricket Coverage & Commentary,Independent Fan Coverage,Short-form Cricket Content,Spin & Swing,No
YouTube,@spinandswing26,Short,India ko jarurat nahi aise fans ki,https://www.youtube.com/shorts/7CShNjj1KRI,7CShNjj1KRI,,7700,0,Cricket Coverage & Commentary,Independent Fan Coverage,Fan Vox Pop & Stadium Reaction,Spin & Swing,No
YouTube,@spinandswing26,Short,Which IPL team do you dislike the most ? Part 4,https://www.youtube.com/shorts/rJvGdSXzqtI,rJvGdSXzqtI,,7600,0,IPL 2026,Independent Fan Coverage,Short-form Cricket Content,Spin & Swing,No
YouTube,@abhishekunseen26,Video,My Sister Got a New Scooty !! | VLOG 24,https://www.youtube.com/watch?v=QFm84hH-T94,QFm84hH-T94,2025-05-03,7554,0,Creator Journey & Vlogs (Abhishek Unseen),Creator Studio / Personal,Behind The Scenes / Vlog,Abhishek Unseen,No
YouTube,@spinandswing26,Short,Rcbw fans vs Miw Fans – WPL  Pt 2,https://www.youtube.com/shorts/T5VyVc7Nwbg,T5VyVc7Nwbg,,7500,0,WPL 2026,Independent Fan Coverage,Fan Vox Pop & Stadium Reaction,"Mumbai Indians (MI), Royal Challengers Bengaluru (RCB)",No
YouTube,@spinandswing26,Short,Harmanpreet Paglu 😭💗,https://www.youtube.com/shorts/dyQXsaQm59w,dyQXsaQm59w,,7400,0,WPL 2026,Independent Fan Coverage,Short-form Cricket Content,Harmanpreet Kaur,No
YouTube,@spinandswing26,Short,Ye ek wicket keeper hai !!,https://www.youtube.com/shorts/my1ejNERF9o,my1ejNERF9o,,7400,0,Cricket Coverage & Commentary,Independent Fan Coverage,Short-form Cricket Content,Spin & Swing,No
Instagram,@abhishekpandey_26,Reel,Guess the Player | Spin & Swing (MI vs GT),https://www.instagram.com/reel/DKOxcw4y6LX/,DKOxcw4y6LX,March – May 2025,7400,335,IPL 2025,Independent Fan Coverage,Cricket Trivia & Player Guessing,"Mumbai Indians (MI), Gujarat Titans (GT)",Yes
YouTube,@spinandswing26,Short,Guess the Squad of WPL– Pt 13,https://www.youtube.com/shorts/2Hsmb5YH6IY,2Hsmb5YH6IY,,7300,0,WPL 2026,Creator Studio / Digital Production,Cricket Trivia & Squad Quiz,Spin & Swing,No
YouTube,@spinandswing26,Short,Indian Wicketkeeper hai | #spin&swing,https://www.youtube.com/shorts/sQh7KwWQFSM,sQh7KwWQFSM,,7200,0,Cricket Coverage & Commentary,Independent Fan Coverage,Short-form Cricket Content,Spin & Swing,No
YouTube,@spinandswing26,Short,Nahi bhai aaj nahi 🥶🤫,https://www.youtube.com/shorts/YjV8EQq2F7Q,YjV8EQq2F7Q,,7100,0,Cricket Coverage & Commentary,Independent Fan Coverage,Short-form Cricket Content,Spin & Swing,No
YouTube,@spinandswing26,Short,Csk ne kaisa khela tha 16 - 17 me ?,https://www.youtube.com/shorts/SrXSwsJRtus,SrXSwsJRtus,,7100,0,IPL 2026,Independent Fan Coverage,Short-form Cricket Content,Chennai Super Kings (CSK),No
YouTube,@spinandswing26,Short,Who is the Captain of RCB ?,https://www.youtube.com/shorts/IYH3LLEir14,IYH3LLEir14,,7000,0,IPL 2026,Independent Fan Coverage,Short-form Cricket Content,Royal Challengers Bengaluru (RCB),No
YouTube,@spinandswing26,Short,Who won the women's Odi World Cup 2025 ?,https://www.youtube.com/shorts/Cs3IpzDTAR0,Cs3IpzDTAR0,,7000,0,WPL 2026,Independent Fan Coverage,Short-form Cricket Content,Spin & Swing,No
YouTube,@spinandswing26,Short,Guess the Playing 11 of rcb !!,https://www.youtube.com/shorts/Uj5T2il3-go,Uj5T2il3-go,,6700,0,IPL 2026,Creator Studio / Digital Production,Short-form Cricket Content,Royal Challengers Bengaluru (RCB),No
YouTube,@spinandswing26,Short,Aggu bhai Australia toh bahar !!,https://www.youtube.com/shorts/2A8fyuVon7g,2A8fyuVon7g,,6700,0,Cricket Coverage & Commentary,Independent Fan Coverage,Short-form Cricket Content,Spin & Swing,No
YouTube,@spinandswing26,Short,Who is the Captain of Gujarat Giants ? Pt 2,https://www.youtube.com/shorts/xek8qpGq-FQ,xek8qpGq-FQ,,6600,0,Cricket Coverage & Commentary,Independent Fan Coverage,Short-form Cricket Content,Spin & Swing,No
YouTube,@spinandswing26,Short,Rohit Bhai Supremacy,https://www.youtube.com/shorts/EFeWdG_bbM0,EFeWdG_bbM0,,6600,0,Cricket Coverage & Commentary,Independent Fan Coverage,Short-form Cricket Content,Spin & Swing,No
YouTube,@spinandswing26,Short,Credit khud mil jaata hai !!,https://www.youtube.com/shorts/Ttq7u9xs1g0,Ttq7u9xs1g0,,6500,0,IPL 2026,Independent Fan Coverage,Short-form Cricket Content,Mumbai Indians (MI),No
YouTube,@spinandswing26,Short,Guess the Squad of RCB – 14,https://www.youtube.com/shorts/DppI76e_JhI,DppI76e_JhI,,6500,0,IPL 2026,Creator Studio / Digital Production,Cricket Trivia & Squad Quiz,Royal Challengers Bengaluru (RCB),No
YouTube,@spinandswing26,Short,Three in a row 🔥🧿,https://www.youtube.com/shorts/yon2zWp8CRo,yon2zWp8CRo,,6400,0,Cricket Coverage & Commentary,Independent Fan Coverage,Short-form Cricket Content,Spin & Swing,No
YouTube,@spinandswing26,Short,We are World Champions 🏆🏆🏆🇮🇳,https://www.youtube.com/shorts/yRb3pAjS4Wc,yRb3pAjS4Wc,,6400,0,Cricket Coverage & Commentary,Independent Fan Coverage,Short-form Cricket Content,Spin & Swing,No
YouTube,@spinandswing26,Short,India vs New Zealand Final Pt 2,https://www.youtube.com/shorts/XsaLMTsZbAc,XsaLMTsZbAc,,6400,0,Cricket Coverage & Commentary,Independent Fan Coverage,Short-form Cricket Content,Spin & Swing,No
YouTube,@spinandswing26,Short,Guess the Squad of T20 World Cup – Pt 7,https://www.youtube.com/shorts/gtqxnOQkQjY,gtqxnOQkQjY,,6400,0,ICC Men's T20 World Cup 2026,Creator Studio / Digital Production,Cricket Trivia & Squad Quiz,Spin & Swing,No
YouTube,@spinandswing26,Short,Gill Century against West Indies,https://www.youtube.com/shorts/ttlY0xhHlVc,ttlY0xhHlVc,,6400,0,Cricket Coverage & Commentary,Independent Fan Coverage,Short-form Cricket Content,Spin & Swing,No
YouTube,@spinandswing26,Short,Guess the Player With @India Cricket Canteen,https://www.youtube.com/shorts/b3tqNUEputg,b3tqNUEputg,,6400,0,General Cricket Trivia Series,Creator Studio / Digital Production,Cricket Trivia & Player Guessing,Spin & Swing,No
YouTube,@spinandswing26,Short,Guess the Squad of RCB !!,https://www.youtube.com/shorts/qsb0-cxQ-aY,qsb0-cxQ-aY,,6300,0,IPL 2026,Creator Studio / Digital Production,Cricket Trivia & Squad Quiz,Royal Challengers Bengaluru (RCB),No
Instagram,@spinandswing26,Reel,Reel (Dc710LjqRUk),https://www.instagram.com/reel/Dc710LjqRUk/,Dc710LjqRUk,2026,6273,3,Cricket Coverage & Commentary,Independent Fan Coverage,Short-form Cricket Content,Spin & Swing,No
YouTube,@spinandswing26,Short,Was this Ms Dhoni Last Season ? | Part 2,https://www.youtube.com/shorts/b4HjNh2dD0E,b4HjNh2dD0E,,6200,0,Cricket Coverage & Commentary,Independent Fan Coverage,Short-form Cricket Content,Spin & Swing,No
YouTube,@spinandswing26,Short,Guess the Squad of RCB – Pt 9,https://www.youtube.com/shorts/p2NPgHwNpuw,p2NPgHwNpuw,,6200,0,IPL 2026,Creator Studio / Digital Production,Cricket Trivia & Squad Quiz,Royal Challengers Bengaluru (RCB),No
YouTube,@spinandswing26,Short,Kon bol Raha tha Gt ko kamjor,https://www.youtube.com/shorts/jQ6nVMorIUY,jQ6nVMorIUY,,6200,0,IPL 2026,Independent Fan Coverage,Short-form Cricket Content,Gujarat Titans (GT),No
YouTube,@spinandswing26,Short,Srh aur dc dono me tha !!,https://www.youtube.com/shorts/BUze8D6-kKQ,BUze8D6-kKQ,,6100,0,IPL 2026,Independent Fan Coverage,Short-form Cricket Content,Sunrisers Hyderabad (SRH),No
YouTube,@spinandswing26,Short,Harmanpreet Kaur sabse jyada runs banayegi,https://www.youtube.com/shorts/CrX8BWDF03E,CrX8BWDF03E,,6000,0,WPL 2026,Independent Fan Coverage,Short-form Cricket Content,Harmanpreet Kaur,No
YouTube,@spinandswing26,Short,Ab kya bolu isko mai ??,https://www.youtube.com/shorts/WDZ67Bt-jTc,WDZ67Bt-jTc,,6000,0,Cricket Coverage & Commentary,Independent Fan Coverage,Short-form Cricket Content,Spin & Swing,No
Instagram,@abhishekpandey_26,Reel,Reel (DcqaIHXTq0j),https://www.instagram.com/reel/DcqaIHXTq0j/,DcqaIHXTq0j,2026,5953,3,Cricket Coverage & Commentary,Independent Fan Coverage,Short-form Cricket Content,Abhishek Unseen,No
YouTube,@spinandswing26,Short,Guess the Titans | Spin & Swing,https://www.youtube.com/shorts/9gcrnpeERg8,9gcrnpeERg8,,5900,0,General Cricket Trivia Series,Creator Studio / Digital Production,Short-form Cricket Content,Spin & Swing,No
YouTube,@spinandswing26,Short,Delhi ke pass kitne trophy hai ??,https://www.youtube.com/shorts/nenOCwgcIH0,nenOCwgcIH0,,5800,0,Cricket Coverage & Commentary,Independent Fan Coverage,Short-form Cricket Content,Spin & Swing,No
YouTube,@spinandswing26,Short,Babar nahi Dabar hai !,https://www.youtube.com/shorts/RCFP6UaA8LM,RCFP6UaA8LM,,5800,0,Cricket Coverage & Commentary,Independent Fan Coverage,Short-form Cricket Content,Spin & Swing,No
YouTube,@spinandswing26,Short,Match khel he to nahi pa Raha | #spin&swing,https://www.youtube.com/shorts/Wsa7j6niGi8,Wsa7j6niGi8,,5800,0,Cricket Coverage & Commentary,Independent Fan Coverage,Match Analysis & Tactics,Spin & Swing,No
YouTube,@spinandswing26,Short,India vs New Zealand,https://www.youtube.com/shorts/WJG9NiKmQ8g,WJG9NiKmQ8g,,5600,0,Cricket Coverage & Commentary,Independent Fan Coverage,Short-form Cricket Content,Spin & Swing,No
YouTube,@spinandswing26,Short,Will Rohit Score a double century in the 3rd ODI ?,https://www.youtube.com/shorts/rwwLWMizrGw,rwwLWMizrGw,,5500,0,Cricket Coverage & Commentary,Independent Fan Coverage,Short-form Cricket Content,Spin & Swing,No
YouTube,@spinandswing26,Short,Playing 11 of Mumbai Indians #mumbaiindians #ipl2026,https://www.youtube.com/shorts/qxowPTucN98,qxowPTucN98,,5500,0,IPL 2026,Independent Fan Coverage,Short-form Cricket Content,Mumbai Indians (MI),No
YouTube,@spinandswing26,Short,Kafi Underrated All-rounder tha,https://www.youtube.com/shorts/lB0dgBbi74I,lB0dgBbi74I,,5500,0,Cricket Coverage & Commentary,Independent Fan Coverage,Short-form Cricket Content,Spin & Swing,No
YouTube,@spinandswing26,Short,Why are GT Players wearing lavender colour Jerseys ?,https://www.youtube.com/shorts/cW4qCh876iw,cW4qCh876iw,,5400,0,IPL 2026,Creator Studio / Digital Production,Short-form Cricket Content,Gujarat Titans (GT),No
YouTube,@spinandswing26,Short,Bhai Mohit Sharma ??,https://www.youtube.com/shorts/LthdXcWbx24,LthdXcWbx24,,5400,0,Cricket Coverage & Commentary,Independent Fan Coverage,Short-form Cricket Content,Spin & Swing,No
YouTube,@spinandswing26,Short,Kane Williamson ❎ John Williamson ✅,https://www.youtube.com/shorts/qeL1HZYeWQU,qeL1HZYeWQU,,5400,0,Cricket Coverage & Commentary,Independent Fan Coverage,Short-form Cricket Content,Spin & Swing,No
YouTube,@spinandswing26,Short,How many runs did Sachin Tendulkar Scored in World Cup Final ?,https://www.youtube.com/shorts/WuNFUasZf1Y,WuNFUasZf1Y,,5400,0,ICC Men's T20 World Cup 2026,Independent Fan Coverage,Short-form Cricket Content,Spin & Swing,No
YouTube,@spinandswing26,Short,Punjab Kings se pehle kya naam tha Punjab ka ? #ipl2026,https://www.youtube.com/shorts/vndH_tfj1_g,vndH_tfj1_g,,5300,0,IPL 2026,Independent Fan Coverage,Short-form Cricket Content,Spin & Swing,No
YouTube,@spinandswing26,Short,Ranking them according to their captaincy in Odi,https://www.youtube.com/shorts/fHuhgW0S0MY,fHuhgW0S0MY,,5300,0,Cricket Coverage & Commentary,Independent Fan Coverage,Short-form Cricket Content,Spin & Swing,No
YouTube,@spinandswing26,Short,Moment I’ll Carry forever !!,https://www.youtube.com/shorts/DpVVOSNFdY8,DpVVOSNFdY8,,5200,0,Cricket Coverage & Commentary,Independent Fan Coverage,Short-form Cricket Content,Spin & Swing,No
